,Date,Close,Open,High,Low,Volume,Return,Stock,code,Movement,polarity,sentiment
60,2019-03-28,4.25,4.22,4.32,4.22,660200.0,0.009501187648456089,BIMB,5258,Up,0.0,no news
61,2019-03-29,4.31,4.25,4.32,4.24,960300.0,0.014117647058823346,BIMB,5258,Up,0.0,no news
62,2019-04-01,4.41,4.32,4.44,4.3,1320000.0,0.023201856148491906,BIMB,5258,Up,0.0,no news
63,2019-01-03,2.62,2.62,2.62,2.62,46300.0,0.0,KJCS,3522,No,0.0,no news
64,2019-01-04,2.64,2.63,2.64,2.63,60500.0,0.007633587786259444,KJCS,3522,Up,0.0,no news
65,2019-01-07,2.64,2.65,2.65,2.64,87000.0,0.0,KJCS,3522,No,0.0,no news
66,2019-01-08,2.64,2.65,2.66,2.64,115000.0,0.0,KJCS,3522,No,0.0,no news
67,2019-01-09,2.64,2.64,2.65,2.64,132800.0,0.0,KJCS,3522,No,0.0,no news
68,2019-01-10,2.65,2.65,2.66,2.64,86000.0,0.0037878787878786735,KJCS,3522,Up,0.0,no news
69,2019-01-11,2.67,2.65,2.68,2.64,228300.0,0.007547169811320753,KJCS,3522,Up,0.0,no news
70,2019-01-14,2.65,2.67,2.67,2.65,48100.0,-0.0074906367041198685,KJCS,3522,Down,0.0,no news
71,2019-01-15,2.69,2.65,2.69,2.65,119800.0,0.015094339622641506,KJCS,3522,Up,0.0,no news
72,2019-01-16,2.7,2.7,2.7,2.69,248900.0,0.003717472118959231,KJCS,3522,Up,0.0,no news
73,2019-01-17,2.69,2.7,2.7,2.67,185400.0,-0.0037037037037037646,KJCS,3522,Down,0.0,no news
74,2019-01-18,2.69,2.7,2.7,2.69,219000.0,0.0,KJCS,3522,No,0.0,no news
75,2019-01-22,2.7,2.68,2.71,2.68,125700.0,0.003717472118959231,KJCS,3522,Up,0.0,no news
76,2019-01-23,2.78,2.72,2.8,2.72,293400.0,0.02962962962962945,KJCS,3522,Up,0.0,no news
77,2019-01-24,2.81,2.8,2.82,2.78,295300.0,0.010791366906474975,KJCS,3522,Up,0.0,no news
78,2019-01-25,2.79,2.81,2.82,2.79,146400.0,-0.007117437722419906,KJCS,3522,Down,0.0,no news
79,2019-01-28,2.81,2.82,2.83,2.81,184000.0,0.007168458781362075,KJCS,3522,Up,0.0,neutral
80,2019-01-29,2.81,2.82,2.82,2.81,206500.0,0.0,KJCS,3522,No,0.0,no news
81,2019-01-30,2.81,2.81,2.82,2.81,101200.0,0.0,KJCS,3522,No,0.0,no news
82,2019-01-31,2.81,2.81,2.81,2.81,174500.0,0.0,KJCS,3522,No,0.0,no news
83,2019-02-04,2.8,2.81,2.81,2.79,201600.0,-0.003558718861210064,KJCS,3522,Down,0.0,no news
84,2019-02-07,2.83,2.81,2.83,2.81,116900.0,0.010714285714285898,KJCS,3522,Up,0.0,no news
85,2019-02-08,2.84,2.83,2.84,2.82,86100.0,0.0035335689045936647,KJCS,3522,Up,0.0,no news
86,2019-02-11,2.87,2.84,2.87,2.84,87900.0,0.010563380281690238,KJCS,3522,Up,0.0,no news
87,2019-02-12,2.87,2.87,2.88,2.85,130600.0,0.0,KJCS,3522,No,0.0,no news
88,2019-02-13,2.87,2.87,2.88,2.86,151400.0,0.0,KJCS,3522,No,0.0,no news
89,2019-02-14,3.0,2.89,3.0,2.87,1940000.0,0.04529616724738683,KJCS,3522,Up,0.0,neutral
90,2019-02-14,3.0,2.89,3.0,2.87,1940000.0,0.04529616724738683,KJCS,3522,Up,0.1,positive
91,2019-02-15,3.02,3.02,3.02,3.01,1440000.0,0.006666666666666599,KJCS,3522,Up,0.0,neutral
92,2019-02-15,3.02,3.02,3.02,3.01,1440000.0,0.006666666666666599,KJCS,3522,Up,0.0,neutral
93,2019-02-18,3.03,3.02,3.05,3.02,342500.0,0.0033112582781456013,KJCS,3522,Up,0.0,no news
94,2019-02-19,3.03,3.03,3.03,3.03,200300.0,0.0,KJCS,3522,No,0.0,neutral
95,2019-02-20,3.03,3.03,3.04,3.03,644300.0,0.0,KJCS,3522,No,0.0,no news
96,2019-02-21,3.03,3.03,3.04,3.03,548800.0,0.0,KJCS,3522,No,0.0,no news
97,2019-02-22,3.04,3.03,3.05,3.03,543600.0,0.0033003300330034513,KJCS,3522,Up,0.0,no news
98,2019-02-25,3.04,3.03,3.05,3.03,509500.0,0.0,KJCS,3522,No,0.0,no news
99,2019-02-26,3.04,3.04,3.04,3.04,128300.00000000001,0.0,KJCS,3522,No,0.0,neutral
100,2019-02-27,3.03,3.03,3.04,3.03,162300.0,-0.00328947368421062,KJCS,3522,Down,0.0,no news
101,2019-02-28,3.03,3.03,3.04,3.03,682500.0,0.0,KJCS,3522,No,0.0,no news
102,2019-03-01,3.04,3.04,3.04,3.03,391800.0,0.0033003300330034513,KJCS,3522,Up,0.0,no news
103,2019-03-04,3.04,3.04,3.04,3.04,142100.0,0.0,KJCS,3522,No,0.0,no news
104,2019-03-05,3.05,3.04,3.06,3.04,587400.0,0.0032894736842103978,KJCS,3522,Up,0.0,neutral
105,2019-03-06,3.06,3.05,3.06,3.05,317800.0,0.003278688524590345,KJCS,3522,Up,0.0,no news
106,2019-03-07,3.05,3.05,3.06,3.05,482300.0,-0.0032679738562092497,KJCS,3522,Down,0.0,no news
107,2019-03-08,3.06,3.05,3.06,3.05,577200.0,0.003278688524590345,KJCS,3522,Up,0.0,no news
108,2019-03-11,3.07,3.06,3.07,3.06,438900.0,0.0032679738562091387,KJCS,3522,Up,-0.07499999999999997,negative
109,2019-03-12,3.09,3.07,3.09,3.07,1530000.0,0.006514657980456029,KJCS,3522,Up,0.0,neutral
110,2019-03-12,3.09,3.07,3.09,3.07,1530000.0,0.006514657980456029,KJCS,3522,Up,-0.35,negative
111,2019-03-13,3.09,3.09,3.09,3.08,695500.0,0.0,KJCS,3522,No,0.0,neutral
112,2019-03-14,3.09,3.09,3.09,3.09,607200.0,0.0,KJCS,3522,No,0.0,no news
113,2019-03-15,3.09,3.09,3.09,3.09,391100.0,0.0,KJCS,3522,No,0.0,no news
114,2019-03-18,3.09,3.08,3.1,3.08,2000000.0,0.0,KJCS,3522,No,0.0,neutral
115,2019-03-18,3.09,3.08,3.1,3.08,2000000.0,0.0,KJCS,3522,No,0.0,neutral
116,2019-03-19,3.1,3.09,3.1,3.09,1810000.0,0.003236245954692629,KJCS,3522,Up,0.0,neutral
117,2019-03-20,3.1,3.1,3.1,3.1,1200000.0,0.0,KJCS,3522,No,0.0,neutral
118,2019-03-21,3.1,3.1,3.1,3.1,546900.0,0.0,KJCS,3522,No,0.0,no news
119,2019-03-22,3.1,3.1,3.1,3.1,348600.0,0.0,KJCS,3522,No,0.0,no news
120,2019-03-25,3.1,3.1,3.1,3.1,1500000.0,0.0,KJCS,3522,No,0.0,no news
121,2019-03-26,3.1,3.1,3.1,3.1,805000.0,0.0,KJCS,3522,No,0.0,no news
122,2019-03-27,3.1,3.1,3.1,3.1,927500.0,0.0,KJCS,3522,No,0.0,no news
123,2019-03-28,3.1,3.1,3.1,3.1,277500.0,0.0,KJCS,3522,No,0.0,no news
124,2019-03-29,3.1,3.1,3.1,3.1,110200.0,0.0,KJCS,3522,No,0.0,no news
125,2019-04-01,3.1,3.1,3.1,3.1,86600.0,0.0,KJCS,3522,No,0.0,no news
126,2019-01-03,19.8,19.7,19.8,19.58,84900.0,0.00917431192660545,CBMS,2836,Up,0.0,no news
127,2019-01-04,19.52,19.8,19.8,19.52,65400.00000000001,-0.014141414141414232,CBMS,2836,Down,0.0,no news
128,2019-01-07,19.52,19.54,19.64,19.48,218100.0,0.0,CBMS,2836,No,0.0,no news
129,2019-01-08,19.4,19.38,19.56,19.22,421300.0,-0.006147540983606592,CBMS,2836,Down,0.0,no news
130,2019-01-09,19.56,19.36,19.56,19.36,188500.0,0.008247422680412342,CBMS,2836,Up,0.0,no news
131,2019-01-10,19.76,19.6,19.76,19.44,85900.0,0.010224948875255713,CBMS,2836,Up,0.0,no news
132,2019-01-11,19.9,19.6,19.96,19.5,110500.0,0.007085020242914908,CBMS,2836,Up,0.0,no news
133,2019-01-14,19.98,19.84,20.0,19.64,137700.0,0.004020100502512669,CBMS,2836,Up,0.0,no news
134,2019-01-15,19.92,19.98,20.0,19.8,72500.0,-0.0030030030030029353,CBMS,2836,Down,0.0,no news
135,2019-01-16,19.72,19.66,20.08,19.66,126700.0,-0.010040160642570406,CBMS,2836,Down,0.0,no news
136,2019-01-17,19.98,19.96,20.0,19.74,142600.0,0.013184584178498993,CBMS,2836,Up,0.0,no news
137,2019-01-18,20.38,19.8,20.44,19.8,262300.0,0.020020020020020013,CBMS,2836,Up,0.0,no news
138,2019-01-22,20.2,20.38,20.48,20.0,161200.0,-0.008832188420019649,CBMS,2836,Down,0.0,no news
139,2019-01-23,20.2,20.2,20.38,20.14,254600.0,0.0,CBMS,2836,No,0.0,no news
140,2019-01-24,20.24,20.28,20.28,20.22,175300.0,0.001980198019801982,CBMS,2836,Up,0.0,no news
141,2019-01-25,20.14,20.2,20.28,20.12,80800.0,-0.004940711462450453,CBMS,2836,Down,0.0,no news
142,2019-01-28,20.16,20.14,20.28,19.94,165800.0,0.0009930486593843213,CBMS,2836,Up,0.0,no news
143,2019-01-29,20.34,20.26,20.4,20.02,165700.0,0.008928571428571397,CBMS,2836,Up,0.0,no news
144,2019-01-30,20.36,20.32,20.36,20.0,120900.0,0.000983284169124854,CBMS,2836,Up,0.0,no news
145,2019-01-31,20.5,20.34,20.6,20.06,187100.0,0.006876227897838927,CBMS,2836,Up,0.0,no news
146,2019-02-04,21.2,20.6,21.28,20.4,274600.0,0.034146341463414664,CBMS,2836,Up,0.0,neutral
147,2019-02-07,21.34,21.16,21.34,21.08,273200.0,0.006603773584905603,CBMS,2836,Up,0.0,no news
148,2019-02-08,21.32,21.34,21.38,21.18,121700.0,-0.0009372071227741197,CBMS,2836,Down,0.0,no news
149,2019-02-11,20.9,21.34,21.34,20.9,123800.0,-0.019699812382739323,CBMS,2836,Down,0.0,no news
150,2019-02-12,20.94,20.92,21.16,20.92,442300.0,0.001913875598086312,CBMS,2836,Up,0.0,no news
151,2019-02-13,20.76,21.0,21.1,20.66,388700.0,-0.008595988538681931,CBMS,2836,Down,0.0,no news
152,2019-02-14,21.58,20.76,21.6,20.76,413200.0,0.039499036608863,CBMS,2836,Up,0.0,neutral
153,2019-02-14,21.58,20.76,21.6,20.76,413200.0,0.039499036608863,CBMS,2836,Up,0.0,neutral
154,2019-02-15,21.92,21.66,22.28,21.62,715400.0,0.0157553290083412,CBMS,2836,Up,0.16,positive
155,2019-02-15,21.92,21.66,22.28,21.62,715400.0,0.0157553290083412,CBMS,2836,Up,0.0,neutral
156,2019-02-15,21.92,21.66,22.28,21.62,715400.0,0.0157553290083412,CBMS,2836,Up,0.0,neutral
157,2019-02-18,23.02,22.0,23.5,22.0,1060000.0,0.050182481751824826,CBMS,2836,Up,0.16,positive
158,2019-02-18,23.02,22.0,23.5,22.0,1060000.0,0.050182481751824826,CBMS,2836,Up,0.25,positive
159,2019-02-18,23.02,22.0,23.5,22.0,1060000.0,0.050182481751824826,CBMS,2836,Up,0.2272727272727273,positive
160,2019-02-18,23.02,22.0,23.5,22.0,1060000.0,0.050182481751824826,CBMS,2836,Up,0.0,neutral
161,2019-02-19,23.14,23.4,23.4,23.04,524000.0,0.005212858384013863,CBMS,2836,Up,0.0,no news
162,2019-02-20,23.74,23.14,23.78,23.14,543100.0,0.025929127052722434,CBMS,2836,Up,0.0,no news
163,2019-02-21,24.92,23.8,24.98,23.7,726800.0,0.04970513900589735,CBMS,2836,Up,0.0,no news
164,2019-02-22,24.98,24.98,25.0,24.0,468300.0,0.0024077046548955927,CBMS,2836,Up,0.0,no news
165,2019-02-25,24.64,24.98,25.0,24.62,151900.0,-0.013610888710968716,CBMS,2836,Down,0.0,no news
166,2019-02-26,24.3,24.64,24.86,24.1,306400.0,-0.01379870129870131,CBMS,2836,Down,0.0,no news
167,2019-02-27,24.8,24.3,24.86,24.24,449900.0,0.020576131687242816,CBMS,2836,Up,0.0,no news
168,2019-02-28,24.5,24.3,24.8,24.3,370100.0,-0.012096774193548376,CBMS,2836,Down,0.0,no news
169,2019-03-01,25.48,24.5,25.5,24.5,528100.0,0.040000000000000036,CBMS,2836,Up,0.0,no news
170,2019-03-04,25.0,25.48,25.56,24.64,374500.0,-0.01883830455259028,CBMS,2836,Down,0.0,no news
171,2019-03-05,25.56,25.2,25.64,25.06,347800.0,0.022399999999999975,CBMS,2836,Up,0.0,no news
172,2019-03-06,25.6,25.2,25.6,25.16,413700.0,0.0015649452269170805,CBMS,2836,Up,0.0,no news
173,2019-03-07,26.0,25.66,26.18,25.54,530800.0,0.015625,CBMS,2836,Up,0.0,no news
174,2019-03-08,25.84,26.0,26.08,25.6,389900.0,-0.006153846153846176,CBMS,2836,Down,0.0,no news
175,2019-03-11,25.74,25.84,26.0,25.5,451400.0,-0.0038699690402477227,CBMS,2836,Down,0.0,no news
176,2019-03-12,25.8,25.6,25.96,25.54,272600.0,0.002331002331002363,CBMS,2836,Up,0.13636363636363635,positive
177,2019-03-13,25.8,25.9,26.24,25.56,394500.0,0.0,CBMS,2836,No,0.13636363636363635,positive
178,2019-03-14,25.76,26.0,26.0,25.6,242500.0,-0.0015503875968991832,CBMS,2836,Down,0.0,no news
179,2019-03-15,25.74,25.74,25.74,25.5,4920000.0,-0.0007763975155280489,CBMS,2836,Down,0.0,no news
180,2019-03-18,25.36,25.96,25.96,25.12,213200.0,-0.01476301476301467,CBMS,2836,Down,0.0,no news
181,2019-03-19,25.3,25.68,25.68,25.24,77900.0,-0.0023659305993690705,CBMS,2836,Down,0.0,no news
182,2019-03-20,25.64,25.3,25.78,25.26,262300.0,0.013438735177865535,CBMS,2836,Up,0.0,no news
183,2019-03-21,25.6,25.76,25.76,25.38,237500.0,-0.0015600624024960652,CBMS,2836,Down,0.0,no news
184,2019-03-22,26.5,25.58,26.5,25.36,386300.0,0.03515625,CBMS,2836,Up,0.0,no news
185,2019-03-25,26.5,26.48,26.6,25.82,340100.0,0.0,CBMS,2836,No,0.25,positive
186,2019-03-26,26.52,26.2,26.6,26.2,38200.0,0.0007547169811321641,CBMS,2836,Up,0.0,no news
187,2019-03-27,26.7,26.54,27.38,26.42,738800.0,0.006787330316742057,CBMS,2836,Up,0.0,no news
188,2019-03-28,26.54,26.7,26.92,26.5,519200.00000000006,-0.005992509363295873,CBMS,2836,Down,0.0,no news
189,2019-03-29,26.74,26.88,26.88,26.5,165100.0,0.007535795026375247,CBMS,2836,Up,0.0,no news
190,2019-04-01,26.84,26.9,26.96,26.8,244500.0,0.0037397157816005944,CBMS,2836,Up,0.0,no news
